id,subtype,text
cd05dbbd39514b37a6393d43b52dda92,Well differentiated tubular adenocarcinoma,"In the gastric mucosa, there is a dense proliferation of strong atypical tubules of nuclear atypia. Well differentiated adenocarcinoma."
18e211a6301c4e4ba63770dae4734d54,Moderately to poorly differentiated adenocarcinoma,"There are atypical l cells with atypical nuclei forming cord-like or irregular atypical ducts from solidity and proliferating in a comprehensive manner. Poorly differentiated adenocarcinoma, Moderately differentiated adenocarcinoma (poorly differentiated adenocarcinoma, solid type moderately differentiated tubular adenocarcinoma)"
267231ea4f2b455e9f0f8354ad4fdd8a,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
0c46d67b099c4938822134ff4a113dba,Well differentiated tubular adenocarcinoma,Atypical cells with atypical nuclei forming irregular atypical ducts and growing in a conformative manner. Well differentiated tubular adenocarcinoma
32903171cac6416bb422f52554dcea99,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
cd4745dfe9634e28a265804891eb89f6,"Poorly differentiated adenocarcinoma, solid type","The superficial epithelium shows a large sheet-like shape, and some tumor tissue infiltrates with small irregular ducts. Poorly differentiated adenocarcinoma, solid-type "
8271b8bcfcda4916a58653b4e567b9c9,"Poorly differentiated adenocarcinoma, non-solid type","Group 5, Adenocarcinoma. Poorly differentiated adenocarcinoma, non-solid type"
94ad05dd99854167a7839665582eabb5,Moderately differentiated tubular adenocarcinoma,Neoplastic cells with atypical nuclei of different sizes exhibit tubular glands and infiltrate and proliferate. Moderately differentiated tubular adenocarcinoma.
50a91054c350400289673830e88fd292,Moderately differentiated tubular adenocarcinoma,"Group 5, Moderately differentiated adenocarcinoma"
a78b9b64653c41d4b0efc6ec68426ab9,Moderately differentiated tubular adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Poorly differentiated adenocarcinoma, Moderately differentiated adenocarcinoma."
0888533955394a77a2e1d84c745e1b63,Papillary adenocarcinoma,The superficial tumors shows large papillary structures or large and small ducts and infiltrates. Papillary adenocarcinoma.
58fb2f173e0c48d8a8f5e63476545614,Moderately differentiated tubular adenocarcinoma,"Atypical l cells with atypical nuclei forming solid vesicles or small irregular atypical ducts that proliferate in a complex manner. poorly differentiated adenocarcinoma, solid type, moderately differentiated tubular adenocarcinoma"
a72f409465184fde92939cace339228b,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
5bbcb60b101e4c11a2ba38e4a9ac0343,Signet ring cell carcinoma,Diffusely growing signet-ring cells are found in the lamina propria. Signet ring cell carcinoma.
bd21a89571fd4035a91332b603776629,Well differentiated tubular adenocarcinoma,Atypical l epithelial cells with nuclear swelling densely forming and growing irregular ducts. Well differentiated tubular adenocarcinoma.
ac1071afbc25453ab003d1ebf4912be4,Papillary adenocarcinoma,There are atypical l cells with atypical nuclei forming and growing papillary or medium-sized irregular atypical ducts. Papillary adenocarcinoma
c5f1f50a103e4cf491ca8989e3ff30d9,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
777f235bca114b43bc75ea5b967674c3,Papillary adenocarcinoma,The superficial tumors shows large papillary structures or large and small ducts and infiltrates. Papillary adenocarcinoma.
998b6124c2524e6999afce315835c79f,"Poorly differentiated adenocarcinoma, non-solid type","Group 5, Adenocarcinoma. Poorly differentiated adenocarcinoma, non-solid type"
62fd8df4c0ff48d89c6f1e392e958f17,Moderately differentiated tubular adenocarcinoma,Atypical epithelial cells with some large atypical nuclei growing in the form of agglomerates or cords from tubular glands is observed. moderately differentiated tubular adenocarcinoma
3c53960010ea4eda912f563f47a53742,Signet ring cell carcinoma,A tumor tissue consisting of signet ring cell carcinoma cells is observed in the lamina propria. Signet ring cell carcinoma.
e1d7db7669914760b07815837733e524,"Poorly differentiated adenocarcinoma, solid type. Moderately differentiated tubular adenocarcinoma.","Atypical l cells with atypical nuclei forming solid or diffuse vesicles or small irregular atypical ducts and growing in a complex manner. poorly differentiated adenocarcinoma, solid type, moderately differentiated tubular adenocarcinoma."
8162bd478b2d40e9a9d5357f9e99aef4,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
ee812358e83a449a9e020430030eaa25,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
b19622b1f91043a1bce11bb872b92308,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
9ab3b00ec2a44c07b64f943b21f71b3f,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
b901c20db5864887a3d43376697c8997,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, there is a tumor tissue consisting of medium to small, irregular tubules that are partially fused and proliferated. Well to moderately differentiated tubular adenocarcinoma"
026a5c88b93b4669b2c8d79332feab7b,"Poorly differentiated adenocarcinoma, solid type","Atypical l cells with atypical nuclei forming diffuse or irregular atypical ducts and infiltrating. Poorly differentiated adenocarcinoma, solid-type "
63dae945c55f4777a7e3b9e974524174,"Poorly differentiated adenocarcinoma, non-solid type",Atypical epithelial cells form small clusters and infiltrate. Adenocarcinoma.
beb987da5eff49cab6fb8247e68be93a,Moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of medium-sized to large-sized, irregular tubules partially fused and densely proliferating is observed. moderately differentiated tubular adenocarcinoma"
013ac51c00084609bedfecbe98a7fe0c,Moderately differentiated tubular adenocarcinoma,"Group 5, Adenocarcinoma. Moderately differentiated tubular adenocarcinoma"
9c972f9038b9428a84c0944f63e14a09,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
11b139f1f8654623896be7544482c06b,"Poorly differentiated adenocarcinoma, non-solid type","There are atypical l cells with a small number of atypical nuclei growing in isolation and scattered. Poorly differentiated adenocarcinoma (poorly differentiated adenocarcinoma, non-solid type)"
4efc71e07f5c4899bc280edfe1e306f8,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
6c3469d0d1c24150ba3afaba0838eb14,Well differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of medium to small irregular tubules partially fused and proliferated is observed. Well differentiated tubular adenocarcinoma"
c095abcd699c4e1bb6ad9aa00f5c3af4,Moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of medium to small irregular tubules partially fused and proliferated is observed. moderately differentiated tubular adenocarcinoma"
680385dc177a4167a256474770e3de39,"Poorly differentiated adenocarcinoma, non-solid type","Group 5, Adenocarcinoma. Poorly differentiated adenocarcinoma, non-solid type"
a1ce2b84d95e447ba526b1ab4788724d,Moderately differentiated tubular adenocarcinoma,Atypical l cells with atypical nuclei forming solid or diffuse vesicles or small irregular atypical ducts and growing in a complex manner. moderately differentiated tubular adenocarcinoma
3281c44750bb417ab92ae050c0083735,Well to moderately differentiated tubular adenocarcinoma,"Atypical l cells with atypical nuclei forming solid or diffuse vesicles or small irregular atypical ducts and growing in a complex manner. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
9d57f2dce1ad49beac7d861ae867c739,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
142cbfb437c04de4817a243870fc8fef,"Poorly differentiated adenocarcinoma, solid type",Epithelial cells with swollen nuclei with atypia invasively proliferating while forming vesicles is observed. Poorly differentiated adenocarcinoma
56461052e2ec4b1b967da16e3e8d6fca,"Poorly differentiated adenocarcinoma, solid type","Atypical epithelial cells with an increased N/C ratio proliferate and consist of a part that shows the formation of gland ducts and a part that shows solid growth. Poorly differentiated adenocarcinoma, solid-type "
955096a50f7d4cb583aca4e6425ca9ab,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
efb4a378cdba48fc999119a09a595dd1,Moderately to poorly differentiated adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately to poorly differentiated adenocarcinoma"
ca7e8bf98d074d65acf1a2e1bf9f7b03,Moderately differentiated tubular adenocarcinoma,Atypical l cells with atypical nuclei forming solid or diffuse vesicles or small irregular atypical ducts and growing in a complex manner. moderately differentiated tubular adenocarcinoma
a70c552bcb734b21b38957cd7c781e41,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
a3d30cb5949f49d583ab7e9474831325,Well differentiated tubular adenocarcinoma,Atypical l cells with atypical nuclei forming solid or diffuse vesicles or small irregular atypical ducts and growing in a complex manner. Well differentiated tubular adenocarcinoma
b5d70859e874423bbb3e825fbb05a397,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
3d7719ab5bc142bda4263a5641e6bf20,"Poorly differentiated adenocarcinoma, solid type","The superficial epithelium shows a large sheet-like shape, and some tumor tissue infiltrates with small irregular ducts. Poorly differentiated adenocarcinoma, solid-type "
6bb09e180c9f418590eb7971861902b2,"Poorly differentiated adenocarcinoma, non-solid type","Group 5, Adenocarcinoma. Poorly differentiated adenocarcinoma, non-solid type"
60924ea96cb64bb3a6e7a17237879e92,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
9de20d8059b6499590c31af8f4a5020c,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
47892f5bcfdf4e4d96338546f7f37523,Well differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue with densely growing medium to large, round tubules is observed. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma"
e740c83645bd49da957000a05ca5cb90,"Poorly differentiated adenocarcinoma, solid type","Atypical epithelial cells infiltrating and proliferating diffusely or while forming vesicles is observed. Poorly differentiated adenocarcinoma (poorly differentiated adenocarcinoma, solid type moderately differentiated tubular adenocarcinoma)"
c9d99480eef04c7d9f229f98909b18bc,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of an image of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma"
0eae64f63f4a45c78983a47f674fb2b5,Moderately differentiated tubular adenocarcinoma,Atypical l cells with atypical nuclei forming solid or diffuse vesicles or small irregular atypical ducts and growing in a complex manner. moderately differentiated tubular adenocarcinoma
95d137046b0641e0b7aae6c88623559f,Moderately differentiated tubular adenocarcinoma,Irregularly fused atypical ducts proliferating while replacing existing ducts was observed. moderately differentiated tubular adenocarcinoma
c410ce96b4db485b861d23b053b7deae,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma"
837e60207abe4313b59ebadd811dae54,Well differentiated tubular adenocarcinoma,Atypical epithelium showing strong cell atypia densely forming and proliferating medium to large ducts is observed. Well differentiated tubular adenocarcinoma.
d73dcf02c05e42db80edf583d60b7f80,Well differentiated tubular adenocarcinoma,Large atypical ducts proliferate. Well differentiated tubular adenocarcinoma
3cf8981bad4047399480176961f8006e,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
7d327b58b4b04e7996eeb227f63d331a,Moderately differentiated tubular adenocarcinoma,Tumor tissue in which medium-sized atypical epithelial cells with a large N/C ratio grow densely while becoming alveolar to cord-like with duct formation is observed. moderately differentiated tubular adenocarcinoma
5eaba06b29ae4cd5b1390451ad942062,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
f5a260de895449f18ad2152cb301ccf0,Moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of medium to small irregular tubules partially fused and proliferated is observed. moderately differentiated tubular adenocarcinoma"
4f834b768aa3431c9fd53ccd4149dd22,Moderately differentiated tubular adenocarcinoma,Hyperplasia of atypical epithelial cells with swelling of the nucleus is observed. Moderately diffentiated tubular adenocarcinoma
cdd62d0631ff41a8b9bae6e26b571f06,Well differentiated tubular adenocarcinoma,"Atypical ducts are found against the background of intestinal metaplasia. Moderately differentiated tubular adenocarcinoma, Well differentiated tubular adenocarcinoma."
f2571fbf4fdc45b69b2f33e0be986e7d,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
32498ad8987d4236b8b0d62f85930b96,"Poorly differentiated adenocarcinoma, solid type","There are medium-sized atypical cells with marked nuclear swelling and increased N/C ratio, which grow into solid or isolated scattered cells. Poorly differentiated adenocarcinoma"
b1dd7fb82be249b4a28c5c66a2f2c05c,"Poorly differentiated adenocarcinoma, solid type","The superficial epithelium shows a large sheet-like shape, and some tumor tissue infiltrates with small irregular ducts. Poorly differentiated adenocarcinoma, solid-type "
23f3338cc0344eb5a53d2b580d735042,Moderately to poorly differentiated adenocarcinoma,"Atypical l cells with atypical nuclei forming solid or diffuse vesicle nests and proliferating in a complex manner. Poorly differentiated adenocarcinoma, moderately differentiated tubular adenocarcinoma"
5fa817f39bb54bd18c6edd7eeb50a39b,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
d92c83bf6a4b4c46a034058e5179494b,Moderately to poorly differentiated adenocarcinoma,"Group 5, Adenocarcinoma. Moderately to poorly differentiated adenocarcinoma"
a5290d83cc8f40139f6de45f073581d2,Moderately to poorly differentiated adenocarcinoma,Atypical cells with atypical nuclei forming small irregular atypical ducts and growing in a conformative manner. moderately differentiated tubular adenocarcinoma
0933411bc1ac4b959fcdaf9c532e90b7,Well differentiated tubular adenocarcinoma,Large atypical ducts proliferate. Well differentiated tubular adenocarcinoma
9dcc0fddb67b4d2f848a357864b5fca5,Well differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of medium-sized to large-sized, round or irregular glandular duct growth images is observed. Well differentiated adenocarcinoma."
89d68e70db2442c5ba4be5285bcbacab,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
8747c61e70e84170b1ac6b76f771718a,"Poorly differentiated adenocarcinoma, non-solid type","Group 5, Adenocarcinoma. Poorly differentiated adenocarcinoma, non-solid type"
4d3d7e11ec46466da9ddb8866089f75d,Moderately to poorly differentiated adenocarcinoma,"Group 5, Adenocarcinoma. Moderately to poorly differentiated adenocarcinoma"
422d4ea5054444428381a721e967ae77,Papillary adenocarcinoma,Tumor tissue consisting of large papillary structures is found in the superficial epithelium. Papillary adenocarcinoma.
17359a907690492da872d1232e559095,Signet ring cell carcinoma,Solid proliferation of signet ring cell carcinoma cells. Signet ring cell carcinoma.
cea1e9a7ad164004b55687dcd5b81579,Moderately to poorly differentiated adenocarcinoma,"Atypical epithelial cells infiltrating and proliferating while forming solid or cord-like fused glandular cavities of different sizes is observed. moderately differentiated tubular adenocarcinoma, poorly differentiated adenocarcinoma."
d424981e64514b5ca24291f30e33ed54,Moderately differentiated tubular adenocarcinoma,Atypical epithelial cells infiltrating and proliferating while forming a glandular cavity is observed. moderately differentiated tubular adenocarcinoma
4fb11a56cc904694925ec82497c0dbf9,Signet ring cell carcinoma,Solid proliferation of epithelial cells deviating from the existing ducts is observed. Signet ring cell carcinoma Signet ring cell carcinoma.
b2ae9713cfe8499fb52e86e5bb60a7c2,Signet ring cell carcinoma,"Large atypical epithelial cells with hyperchromatic atypical nuclei are found in the superficial epithelium, and tumor tissue is diffusely infiltrated. Poorly differentiated adenocarcinoma (poorly differentiated adenocarcinoma, solid type), Signet-ring cell carcinoma Signet ring cell carcinoma"
d8d6bc05c3db4621a011f37221e0ff13,Well differentiated tubular adenocarcinoma,Well differentiated tubular adenocarcinoma
c01c7aedca564af49998697912a9ff81,Moderately differentiated tubular adenocarcinoma,Atypical epithelium with anisocytosis forming a large irregular duct and proliferating is observed. moderately differentiated tubular adenocarcinoma
10a6c31235a14404af2594478d0ec272,"Poorly differentiated adenocarcinoma, solid type",Medium to small atypical epithelial cells that become cord-like or irregularly agglomerated and infiltrate. Poorly differentiated adenocarcinoma
f9ee777b147d4f879d4d5652b443ed7c,Papillary adenocarcinoma,Tumor tissue consisting of large papillary structures is found in the superficial epithelium. Papillary adenocarcinoma.
637ae65e4cd44e28ac6ac56ea181e59e,Moderately to poorly differentiated adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
6228b822a6a84f3f9af057e0e808482c,Signet ring cell carcinoma,Infiltration growth of atypical epithelial cells containing mucus in the vesicles is observed. Adenocarcinoma. Signet ring cell carcinoma.
86fd4e5f61b94313ad4f44cab9d84b81,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
0b1b80b3c9854715a60a9264f421d4ca,"Poorly differentiated adenocarcinoma, solid type","The superficial epithelium shows a large sheet-like shape, and some tumor tissue infiltrates with small irregular ducts. Poorly differentiated adenocarcinoma, solid-type "
d47d935ca102421fbc8096af9ddf6ed0,"Poorly differentiated adenocarcinoma, solid type",Medium to small atypical epithelial cells that become cord-like or irregularly agglomerated and infiltrate. Poorly differentiated adenocarcinoma
6048abef0ae0405daf34897b8beda004,Moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of medium to small irregular tubules partially fused and proliferated is observed. moderately differentiated tubular adenocarcinoma"
042ad9de3ae74d91b84c127c2ba91931,"Poorly differentiated adenocarcinoma, non-solid type","Group 5, Adenocarcinoma. Poorly differentiated adenocarcinoma, non-solid type"
f6b7b4f05d2f44c886cb66dce5123226,"Poorly differentiated adenocarcinoma, non-solid type","Atypical l cells with atypical nuclei under the mucosa growing in isolation and scattered. Poorly differentiated adenocarcinoma (poorly differentiated adenocarcinoma, non-solid type)"
1499abcfcbeb415f9cae49223cb1fab8,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
ed87e9d30db64603b1ae4fe1b21c7ad6,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
cb7c6d0b06c4442eae268dd4087d3327,Moderately differentiated tubular adenocarcinoma,"Group 5, Adenocarcinoma. Moderately differentiated tubular adenocarcinoma"
8d1981fcc801428f95f492ccaa82220a,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
1ee6dfe64f8643ffb7eefde37cd9bae9,Moderately differentiated tubular adenocarcinoma,"Tumor tissue showing dense, fused or diffuse, and infiltrative growth of small atypical ducts is observed. moderately differentiated tubular adenocarcinoma"
8d6c02213a6645a0ac3f983d519347a4,Well differentiated tubular adenocarcinoma,"With the background of intestinal metaplasia, hyperplasia of large atypical glandular ducts is observed, accompanied by macronucleus swelling, disorder of nuclear polarity, and fusion of glandular ducts. Well differentiated tubular adenocarcinoma"
045c1d5ad064440b9e741845e19786a0,Moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of images of small to medium-sized and irregular tubules infiltrating with irregular fusion is observed. moderately differentiated tubular adenocarcinoma"
7272eff817984eb9ade9ad7eeebb56cf,Well differentiated tubular adenocarcinoma,Atypical tubles are found to be dense. Well differentiated tubular adenocarcinoma
58cc0e4a334c4f7085c2d92bba308322,Well differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of images of medium to large irregular tubules partially fused and proliferated is observed. Well differentiated tubular adenocarcinoma"
0a83e3670e214a6f88a3a79e5200bfa7,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
610cb1333d374cdcbac3d3ce8326a92a,"Poorly differentiated adenocarcinoma, non-solid type",A large atypical epithelium lacking ductal construction with swelling of the nucleus is seen to proliferate solidly. Poorly differentiated adenocarcinoma.
6d16490ffe6745f6a331a88356e97d43,Well differentiated tubular adenocarcinoma,Tumor tissue consisting of images of irregular fusion and proliferation of irregular tubules is observed. Well differentiated tubular adenocarcinoma
745e2f29dedd4beba15a01de6524ee8c,Well to moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well to moderately differentiated tubular adenocarcinoma."
bb8cc4e251064c519739e33b2e5f89ff,Mucinous adenocarcinoma,A few small agglomerates of atypical epithelium appear to float in the mucus. Mucinous adenocarcinoma.
0de0112c7ae34ab487285fec6082b0e7,Moderately to poorly differentiated adenocarcinoma,"Atypical l cells with atypical nuclei forming diffuse or small irregular atypical ducts and growing. Moderately to poorly differentiated adenocarcinoma (poorly differentiated adenocarcinoma, solid type, moderately differentiated tubular adenocarcinoma)"
